1,0617
6,8353
6,9598
6,91
4,8499
2,7308
3,3974
6,7543
3,2069
2,1401
6,5601
6,3582
6,222
1,3204
6,3635
6,1151
6,3028
5,1904
6,2672
6,6159
1,4748
1,584
2,4651
3,7364
6,7031
5,2222
5,8944
1,1177
1,2794
5,7423
6,7019
2,5255
1,2097
1,3134
1,6827
6,2066
1,741
1,5499
6,4201
1,2062
5,484
1,8769
5,9237
1,7535
4,5346
6,3699
2,0065
6,9899
6,6615
1,9798
1,4622
1,8336
1,8271
1,1767
6,7421
6,8661
2,5853
5,6875
6,7023
6,0323
6,6259
1,5979
1,4993
6,8901
2,0396
6,6814
6,5496
1,2356
4,0736
6,8678
6,4947
6,4526
6,3519
1,9653
1,7897
1,0661
4,1547
1,1768
1,2038
6,1389
6,3508
2,0165
1,3689
6,3912
6,8807
1,0446
5,6276
6,5044
1,8215
5,745
6,8869
1,4311
3,6311
1,5384
1,5142
6,8123
1,073
1,9595
2,2948
2,3901
