522,9895
524,2885
519,6462
520,1526
521,6773
522,5262
524,2262
522,2174
518,3031
520,3678
519,1456
521,2527
521,3342
521,5303
522,8633
523,4925
524,3314
523,3568
524,2846
521,8587
522,7301
520,061
520,3916
522,5045
522,975
525,5632
519,3084
523,8292
517,0775
520,5192
521,1391
522,242
520,3517
524,7591
521,7415
522,415
519,6162
520,3831
525,3637
519,6349
522,2759
521,4865
520,0864
523,1218
523,5717
523,5196
521,6453
519,5394
522,3316
518,608
525,0801
523,7031
518,5928
519,1569
522,4804
520,4203
523,938
521,9523
524,2335
521,3071
522,7487
522,3688
521,7111
524,1384
521,2004
519,3394
522,0861
521,8872
517,4803
523,3632
523,2482
525,4556
523,9357
522,2164
524,0316
520,7584
521,0021
522,0793
522,6867
523,4064
523,3507
523,1587
522,7578
523,5106
521,3957
520,4184
521,2616
522,6204
524,8644
521,9557
518,0757
526,9497
520,8709
526,7498
519,9921
523,344
521,9684
520,4822
520,4423
521,7042
