4,4459
5,2366
9,0033
4,1463
9,6391
9,8748
9,9414
4,2167
4,2704
8,8137
9,9158
4,043
9,4787
9,9291
8,4694
4,6645
4,7719
4,2173
4,4697
4,6084
7,6006
4,2216
9,1197
9,3086
4,4813
4,0548
4,0318
4,1648
9,8887
4,4678
4,7757
4,0908
9,8285
8,7332
8,2772
6,2726
5,1302
4,1048
5,0184
4,111
9,8338
9,9958
9,8186
5,0547
6,5651
9,941
9,898
5,4966
4,4626
8,8915
8,8285
4,2863
9,3655
8,9609
5,3409
4,9873
9,1596
4,4366
9,5781
4,5744
6,5031
4,7313
9,1711
9,9785
7,5584
7,2368
4,8831
9,4303
9,5118
8,0022
9,2691
5,637
8,8565
9,163
8,6446
9,3639
4,5075
5,1726
9,0093
6,0026
8,7326
4,2057
4,5274
5,116
9,674
4,1113
9,113
9,9885
4,7422
8,8652
9,6369
9,6966
5,3034
4,8773
9,5605
4,2088
9,9904
4,8833
8,5592
5,7371
