82,9697
82,2818
82,8533
82,0586
82,8634
82,5067
81,7149
82,6339
82,4504
82,7424
82,836
82,8364
82,4934
82,9872
82,7804
82,9609
82,9038
82,6659
82,8404
82,5796
82,7967
82,9071
82,9707
82,7441
82,6375
82,5604
82,4529
82,5713
81,886
82,6237
82,8291
82,3353
81,929
82,9483
82,9323
82,4827
82,2766
82,9354
82,9496
82,9891
81,2796
82,7294
82,7344
82,5496
82,1667
82,1635
81,8523
82,6044
82,0487
82,2013
82,9593
82,3926
82,7358
82,6645
82,8558
82,9445
82,6142
82,9034
82,8179
82,95
82,2265
82,2707
82,5078
81,0148
82,7097
82,9131
81,4833
82,5118
82,984
82,8487
82,8429
82,0773
82,6045
82,7981
82,6922
82,8495
82,8345
82,8681
82,6214
82,851
82,8366
82,7499
82,9998
82,3245
82,7107
82,6126
82,8599
82,4112
82,8062
82,9607
82,9965
82,9319
82,9606
82,8354
82,7277
82,499
82,9601
82,7669
81,7505
82,564
