489,7924
491,6181
493,486
495,1925
493,8619
496,145
496,4488
495,7248
492,0678
492,5945
492,4948
491,0133
490,1951
493,5013
492,8484
495,5852
490,3965
492,9094
493,0039
494,0715
496,6151
494,5584
492,0566
493,8423
491,163
490,5411
492,272
492,3222
489,9446
488,0305
492,6373
494,7951
492,7464
493,0852
495,3268
497,9552
492,6801
492,4533
495,6432
492,1008
493,2426
494,2609
488,842
495,3627
489,8107
490,2899
490,797
491,3618
490,6703
492,3593
491,7268
492,6665
492,8433
490,6102
491,5873
491,9969
494,5315
491,9099
491,6393
491,9342
494,9678
495,0172
493,1919
491,89
493,2303
495,0435
489,0591
493,0139
493,8068
490,883
492,4267
493,6733
493,1734
494,8609
494,1126
492,2221
497,4114
491,8916
494,3915
494,7755
495,0687
492,8434
493,7832
491,6915
491,3442
493,1331
494,9338
493,4555
489,8053
493,5575
492,0139
494,3167
493,8608
493,31
496,2253
494,5934
490,9572
493,5492
494,5399
491,3381
