15,0069
15,0742
15,504
16,0218
15,1632
15,3903
15,3695
15,012
15,119
15,2794
15,4992
15,2429
15,3707
15,005
15,1943
15,2468
15,342
15,5952
16,1093
15,6805
15,9128
15,1847
15,3295
15,6731
15,1133
15,0544
15,1446
15,2005
15,1614
15,2517
15,2484
15,2283
15,7279
15,0318
15,4797
15,7197
16,2774
15,1665
15,7356
15,1451
15,3271
15,0343
15,6207
15,4384
15,1406
15,0872
15,1527
15,284
15,4926
15,5444
15,3217
15,1391
15,2667
15,221
15,6049
15,9567
16,9981
15,1035
15,0752
15,0284
15,254
15,6358
15,4936
15,1173
15,0657
15,0052
15,2237
15,8731
15,0336
15,9692
15,2049
15,9717
15,2525
15,1066
15,4614
15,1274
15,0217
16,5398
15,0989
15,0834
15,2794
16,6444
15,1997
15,4142
15,0468
15,5976
15,1226
15,4464
16,3274
15,0179
15,1579
16,0579
15,3657
15,0743
15,5981
15,3065
15,4393
15,0512
15,5609
15,654
