50,017
51,9808
51,8842
51,6347
51,2616
51,7298
51,8014
51,6652
51,7582
51,631
51,6745
51,264
51,6292
51,9138
51,8456
51,9828
50,4471
51,9897
51,9079
51,5064
51,9539
51,9099
51,7433
51,8093
51,9708
51,7062
50,8086
51,8111
51,1471
51,9761
51,8378
51,4726
51,5712
51,397
51,4198
51,943
51,7655
51,8542
50,6436
51,9621
50,0004
51,4699
51,9456
51,8661
51,7289
51,5783
51,9106
51,9351
51,7673
51,6269
51,9064
51,3772
51,4991
51,3934
51,2101
51,4025
51,8858
51,4295
51,555
50,9464
51,9907
51,3616
51,1482
51,6346
51,7614
51,0047
51,7206
51,7778
51,9948
51,7148
50,939
51,7988
51,9381
51,8254
50,6682
51,8168
51,1962
51,9317
51,7266
51,6523
51,9901
51,004
51,5007
51,8186
51,8949
51,8971
51,2981
51,9271
51,59
51,8519
51,4002
51,9812
51,5008
51,8021
51,9802
51,7821
51,4397
51,8603
51,7409
51,6984
