5,4031
0,3272
0,4218
4,8301
1,1355
4,4862
1,0663
1,2798
5,3768
5,1687
5,5141
2,9786
5,7614
0,893
5,0443
5,045
0,3202
0,0917
5,8836
5,8043
5,2379
0,416
1,2425
5,6169
5,4954
1,9457
0,0018
1,0167
5,1256
1,6382
5,3021
3,9935
5,8244
5,3661
4,4765
0,2442
5,5029
0,4263
1,2218
5,2538
5,7862
1,8002
5,5522
0,6149
5,9161
0,2218
0,4689
0,5531
1,1924
0,3491
5,883
0,6094
3,4416
0,8398
0,3668
0,3973
1,6385
5,9548
5,6723
0,9509
0,463
5,4446
5,7916
0,016
5,9199
0,4546
5,9209
0,8791
5,7316
0,0086
3,5019
5,0584
0,7091
4,3828
0,2023
5,7333
0,701
0,1935
0,2286
5,8883
4,7274
1,1013
1,3704
5,9721
5,365
5,7779
4,8142
1,0892
0,3448
5,3601
4,4685
1,131
4,5561
2,6499
0,2339
3,8896
5,1915
1,737
0,0931
0,2645
