79,7229
79,8336
79,9088
79,4686
79,8315
78,001
79,9852
79,4489
79,8336
78,9851
79,6841
79,6351
78,2625
79,9641
79,5381
79,3316
79,31
79,8492
78,4569
79,6802
78,7568
79,7798
79,8514
79,963
79,7842
79,6371
79,6599
79,5698
79,773
79,2912
79,8604
79,3966
79,0225
79,8378
79,8371
79,9491
79,8261
79,9389
79,93
79,7944
79,0423
79,6667
79,8651
79,23
79,7242
79,7085
79,6808
79,5937
79,8269
79,8526
79,6693
79,4345
79,9803
79,8936
79,971
79,6006
79,5849
79,777
79,8202
79,8479
79,8518
79,8621
79,2581
79,9806
79,5599
79,8417
79,6517
78,8543
79,6938
79,9896
79,8448
79,8044
79,8423
79,7891
79,9932
79,9795
78,8154
79,804
79,7589
79,9948
79,7178
79,1875
78,6442
79,943
79,5415
79,693
79,988
79,6748
79,5664
79,7842
79,8336
79,3256
79,3778
79,546
79,5349
79,4972
79,0404
79,1959
79,4016
79,8056
