9,1589
9,6467
9,7991
9,4362
9,7777
4,0419
4,8665
8,8257
9,6144
9,8635
9,9579
9,5466
9,9139
4,537
9,5774
4,4329
4,2769
4,6669
7,3435
4,5657
5,8437
9,4724
4,3207
9,5364
4,8408
9,6433
5,3001
4,4378
4,9491
9,5798
9,282
9,5124
8,4509
8,7544
9,561
5,113
4,6174
5,2089
5,5503
9,8146
9,3873
9,2207
4,9024
9,7811
4,7652
8,2422
5,2073
4,2954
4,1844
8,791
9,5654
8,5186
4,0254
9,6985
7,8241
9,6965
7,3272
9,3802
6,9656
9,0281
8,9686
4,9326
4,6328
9,9668
8,9826
6,7667
7,9133
9,7706
4,3074
8,9359
4,8548
4,286
9,05
4,4088
4,9492
6,0687
4,4688
9,0632
4,7377
8,9195
9,0276
9,3442
4,7557
9,677
4,2517
4,5301
5,7057
4,5845
9,9758
5,4824
8,5974
4,0668
4,1647
9,3241
4,4112
4,5938
4,5223
4,4704
4,0653
4,6375
