983,2024
984,7278
983,9761
985,3804
986,3645
980,5888
980,9674
983,2761
985,2028
981,6666
986,9423
982,1984
983,0698
980,5687
985,0946
984,2525
984,8209
984,4213
985,7362
981,8768
985,3971
982,8217
984,0177
984,8769
979,3111
981,9502
984,0595
978,507
981,8076
982,2784
979,841
986,472
982,591
982,1632
981,8161
984,48
983,2732
983,3793
980,8375
982,6046
984,4599
981,5203
980,9756
983,5067
985,8761
983,7219
981,6042
982,9892
981,1787
983,3784
982,578
983,4727
981,022
987,9799
979,5535
982,2422
980,8534
986,0147
985,9455
981,2539
981,7731
978,0807
983,7881
982,9825
981,8531
982,0807
980,5925
984,0521
983,1702
985,0216
983,6795
983,1582
983,5367
983,3544
984,2198
985,1793
983,7876
983,801
982,0327
982,8258
982,4975
980,0606
980,3439
984,709
980,2415
984,2178
982,6845
981,3223
987,2068
981,2038
982,6748
984,5451
982,5537
979,8056
982,1267
984,4805
982,4461
983,9299
983,9122
981,2988
