95,9913
95,9651
95,763
95,4448
95,2731
95,7185
95,7158
95,9007
95,6389
95,7916
95,8753
95,1983
95,9459
95,8892
95,2128
95,7564
94,9582
95,7099
95,6928
95,8547
95,7975
95,9028
95,6524
95,8786
95,8888
95,1836
94,6209
95,4069
95,958
95,5247
95,0679
95,9675
95,4983
94,8298
95,2132
95,0887
95,9436
95,8107
95,9026
95,9316
95,9868
95,4927
95,6641
95,7312
95,7013
95,8828
95,6572
95,8821
95,467
95,5689
95,9785
95,9653
94,7337
95,8239
95,9194
95,8819
95,2926
95,5126
95,0865
95,3979
95,7773
95,1647
95,8096
95,8099
95,6123
95,7845
95,7968
95,8369
95,7843
95,9871
95,965
94,5708
95,3607
95,9032
95,5632
95,8627
94,8813
95,6849
95,4017
95,5837
95,801
95,9628
95,9932
95,6048
95,8532
94,2243
95,3585
94,0114
95,5107
95,2352
95,7264
95,8601
95,7775
95,6553
95,4618
95,8109
95,4708
95,4885
95,8492
95,8559
