679,1927
677,698
679,1794
676,1717
679,5817
679,608
680,7944
678,1858
676,6026
682,5919
678,2068
677,734
681,9212
680,3305
677,6146
679,3253
675,2869
679,4507
679,1321
677,6517
680,7983
678,0805
683,9528
676,3904
677,5545
679,8335
679,8429
679,4205
680,7418
678,004
681,0049
676,7899
679,1943
679,1232
679,3746
680,6072
681,035
675,2565
677,5638
679,7344
676,9127
677,9901
680,3332
676,072
677,4849
676,4583
680,1478
682,4056
677,636
680,1291
675,7991
677,4659
674,0866
678,3326
678,2996
681,2739
679,9368
675,1846
680,9742
678,9314
683,0854
679,3643
679,8282
678,674
681,8613
678,7795
677,4472
681,4793
681,739
678,3251
676,8104
681,86
680,4887
677,9749
678,1781
679,2865
680,5041
680,5742
678,9911
678,4397
676,1987
679,6024
677,6771
679,9676
677,6845
678,4703
678,3624
680,8585
679,5029
678,802
678,0121
674,8786
680,861
677,9592
681,4358
682,194
677,9454
678,3649
682,3129
678,8992
