5,8272
6,7003
6,9348
1,3886
2,0029
6,7692
1,8394
3,4836
1,4158
1,8814
6,386
2,3187
5,5823
1,3644
6,7211
1,2891
5,2636
6,8215
6,6035
6,5806
4,7835
6,7998
1,0689
1,6277
6,4909
6,9864
6,3895
6,0139
4,2237
2,6271
2,1651
1,8308
6,718
6,2969
1,2261
2,1225
6,9244
1,3951
1,9021
6,4373
6,9673
3,2742
1,5753
6,4943
6,2197
1,5021
6,7555
5,8246
1,9433
6,4873
1,0301
1,3064
1,4934
6,5163
1,2116
1,2716
5,7511
6,416
5,8551
6,2969
1,0606
1,4254
1,7692
5,8748
1,0427
1,3348
1,9896
6,4727
1,4558
6,158
6,5966
5,829
3,1489
1,2043
6,1596
6,3299
1,9002
5,5794
1,6257
1,1821
1,7157
5,0301
3,6939
6,3258
2,5219
1,9502
5,7639
2,4465
1,2412
1,2124
1,2865
4,3219
6,9121
5,5627
1,3901
2,4015
2,512
6,7804
6,6899
1,368
