2,7189
0,2124
0,2296
0,1896
0,6013
5,2844
0,086
5,4799
1,025
5,9116
0,3886
0,4104
0,9436
4,1377
0,6049
0,632
0,0414
4,8992
5,0624
1,2265
0,0371
2,1567
5,4223
1,3831
4,871
4,3223
1,4002
0,3894
4,5846
0,9672
5,4666
0,3821
5,4907
5,9483
0,5617
0,0913
3,3869
5,8219
5,365
5,3835
5,947
4,814
4,7625
5,1323
4,4827
5,5035
5,9921
1,4821
0,0617
0,155
0,5396
4,902
4,3493
1,368
0,0124
0,7544
5,646
1,0674
4,5312
0,7036
0,8695
5,8676
1,4629
5,1446
5,2609
5,9939
0,9793
0,3161
5,5619
0,0967
5,677
0,5354
5,1967
0,7101
0,4415
5,7808
2,1492
3,1369
5,8884
5,2266
5,3896
5,4881
0,4382
1,0438
5,9024
3,8326
0,9777
2,4581
0,36
0,5288
4,5064
5,0135
4,5669
5,843
0,6144
5,6352
0,2847
0,2551
5,9431
5,6928
