85,077
85,1176
85,1664
85,0084
85,047
85,16
85,1355
85,3727
85,5876
85,1611
85,3469
85,5288
85,3411
85,2241
85,1604
85,949
85,037
85,3564
86,3728
85,32
85,1207
85,1713
85,2205
85,1965
85,8988
85,0803
86,1024
85,2788
85,1645
85,7844
85,7435
86,5487
85,1511
85,4583
86,3945
85,2877
85,3038
85,1783
86,1152
85,1013
85,451
85,0942
85,3253
85,4361
85,165
85,199
85,0208
85,1021
86,1657
85,8157
85,235
85,3171
85,1571
85,1266
85,8729
85,0131
85,1591
86,0333
86,6602
85,7391
85,3438
85,3169
85,4606
85,0429
85,277
85,791
85,2052
85,658
85,4031
85,0001
85,0633
85,0433
85,5515
85,0234
85,0257
85,4384
85,4914
85,7136
85,7034
85,322
85,4798
86,9882
85,1807
85,928
85,0002
85,4071
85,023
85,3928
85,3203
85,1854
85,0928
85,2913
85,2505
85,7178
85,2278
85,1984
85,5027
85,5208
85,1014
85,1583
